City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
257,Sonqor,IR,2022-06-08 17:16:19,34.7837,47.6004,66.97,26,0,4.16
258,Carnarvon,AU,2022-06-08 17:16:19,-24.8667,113.6333,62.67,94,75,6.91
259,Tiksi,RU,2022-06-08 17:16:19,71.6872,128.8694,39.36,71,39,4.88
260,Saint George,US,2022-06-08 17:12:02,37.1041,-113.5841,93.63,18,0,3.44
261,Mizdah,LY,2022-06-08 17:16:20,31.4451,12.9801,97.48,15,3,12.19
262,San Patricio,US,2022-06-08 17:16:20,28.017,-97.5169,93.07,39,8,14.9
263,Nuuk,GL,2022-06-08 17:16:20,64.1835,-51.7216,54.21,47,0,5.75
264,San Joaquin,US,2022-06-08 17:16:20,37.9333,-121.3011,79.99,40,0,4.61
265,Hami,CN,2022-06-08 17:16:21,42.8,93.45,78.13,10,0,11.59
266,Vung Tau,VN,2022-06-08 17:14:53,10.346,107.0843,83.35,77,99,8.88
267,Broken Hill,AU,2022-06-08 17:16:21,-31.95,141.4333,44.87,68,35,6.46
268,Kabo,CF,2022-06-08 17:16:22,7.6994,18.629,74.52,84,100,5.57
269,Venado Tuerto,AR,2022-06-08 17:16:22,-33.7456,-61.9688,68.2,36,5,7.25
270,Shenavan,AM,2022-06-08 17:16:22,40.0549,43.9288,81.18,28,75,10.36
271,Belyy Yar,RU,2022-06-08 17:16:22,53.6039,91.3903,49.89,66,40,8.95
272,Dakar,SN,2022-06-08 17:14:04,14.6937,-17.4441,85.08,86,59,11.5
273,Cabedelo,BR,2022-06-08 17:11:25,-6.9811,-34.8339,84.87,76,92,10.74
274,Batemans Bay,AU,2022-06-08 17:16:23,-35.7167,150.1833,40.01,79,7,6.58
275,Russell,US,2022-06-08 17:16:23,32.3502,-85.1999,81.68,88,40,3.44
276,Rawson,AR,2022-06-08 17:16:24,-43.3002,-65.1023,59.74,38,41,19.82
277,Pisco,PE,2022-06-08 17:14:51,-13.7,-76.2167,66.25,72,100,6.91
278,Karratha,AU,2022-06-08 17:16:24,-20.7377,116.8463,72.41,50,100,10.45
